"","executive_order_number","title","publication_date","signing_date","citation","document_number","executive_order_notes","html_url","president","year"
"381",13062,"Continuance of Certain Federal Advisory Committees and Amendments to Executive Orders 13038 and 13054","10/02/1997","09/29/1997","62 FR 51755"," 97-26364","Amends: EO 13038, March 11, 1997 (in part); EO 13054, July 7, 1997 (in part) ;
; ;  Revokes: EO 12864, September 15, 1993; EO 12891, January 15, 1994; EO 12946, January 20, 1995; EO 12964, June 21, 1995; EO 13015, August 22, 1996;
; ;  Supersedes: EO 12974, September 29, 1995;
; ;  Amended by: EO 13065, October 22, 1997;
; ;  Superseded by: EO 13138, September 30, 1999EO 13038, March 11, 1997 (in part); EO 13054, July 7, 1997 (in part);
; ;  See:EO 13065, October 22, 1997;
; ;  Note: EO 13062 is nullified in part by virtue of the Advisory Committee on Public Interest Obligations of Digital Television Broadcasters being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1997/10/02/97-26364/continuance-of-certain-federal-advisory-committees-and-amendments-to-executive-orders-13038-and","Clinton",1997
"382",13063,"Level V of the Executive Schedule: Removal of the Executive Director, Pension Benefit Guaranty Corporation, Department of Labor","10/02/1997","09/30/1997","62 FR 51757"," 97-26365","Amends: EO 12154, September 4, 1979","https://www.federalregister.gov/articles/1997/10/02/97-26365/level-v-of-the-executive-schedule-removal-of-the-executive-director-pension-benefit-guaranty","Clinton",1997
"383",13064,"Further Amendment to Executive Order 13010, as Amended, Critical Infrastructure Protection","10/16/1997","10/11/1997","62 FR 53711"," 97-27644","Amends: EO 13010, July 15, 1996;
; ;  Note: EO 13064 is nullified in part by virtue of the Committee being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1997/10/16/97-27644/further-amendment-to-executive-order-13010-as-amended-critical-infrastructure-protection","Clinton",1997
"384",13065,"Further Amendment to Executive Order 13038 Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","10/24/1997","10/22/1997","62 FR 55329"," 97-28427","Amends: EO 13038, March 11, 1997;
; ;  See:EO 13062, September 29, 1997;
; ;  Note: EO 13065 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1997/10/24/97-28427/further-amendment-to-executive-order-13038-advisory-committee-on-public-interest-obligations-of","Clinton",1997
"385",13066,"Amendment to Executive Order 13037, Commission To Study Capital Budgeting","10/31/1997","10/29/1997","62 FR 59273"," 97-29126","Amends: EO 13037, March 3, 1997;
; ;  Note: EO 13066 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1997/10/31/97-29126/amendment-to-executive-order-13037-commission-to-study-capital-budgeting","Clinton",1997
"386",13067,"Blocking Sudanese Government Property and Prohibiting Transactions With Sudan","11/05/1997","11/03/1997","62 FR 59989"," 97-29464","","https://www.federalregister.gov/articles/1997/11/05/97-29464/blocking-sudanese-government-property-and-prohibiting-transactions-with-sudan","Clinton",1997
"387",13068,"Closing of Government Departments and Agencies on Friday, December 26, 1997","11/28/1997","11/25/1997","62 FR 63247"," 97-31456","","https://www.federalregister.gov/articles/1997/11/28/97-31456/closing-of-government-departments-and-agencies-on-friday-december-26-1997","Clinton",1997
"388",13069,"Prohibiting Certain Transactions With Respect to UNITA","12/16/1997","12/12/1997","62 FR 65989"," 97-33034","","https://www.federalregister.gov/articles/1997/12/16/97-33034/prohibiting-certain-transactions-with-respect-to-unita","Clinton",1997
"389",13070,"The Intelligence Oversight Board, Amendment to Executive Order 12863","12/18/1997","12/15/1997","62 FR 66493"," 97-33299","Amends: EO 12863, September 13, 1993;
; ;  Amended by: EO 13301, May 14, 2003;
; ;  See: EO 13376, April 13, 2005","https://www.federalregister.gov/articles/1997/12/18/97-33299/the-intelligence-oversight-board-amendment-to-executive-order-12863","Clinton",1997
"390",13071,"Adjustments of Certain Rates of Pay","12/31/1997","12/29/1997","62 FR 68521"," 97-34224","Supersedes: EO 13033, December 27, 1996;
; ;  Superseded by: EO 13106, December 7, 1998","https://www.federalregister.gov/articles/1997/12/31/97-34224/adjustments-of-certain-rates-of-pay","Clinton",1997
"391",13072,"White House Millennium Council","02/05/1998","02/02/1998","63 FR 6041"," 98-3135","","https://www.federalregister.gov/articles/1998/02/05/98-3135/white-house-millennium-council","Clinton",1998
"392",13073,"Year 2000 Conversion","02/06/1998","02/04/1998","63 FR 6467"," 98-3229","Amended by: EO 13127, June 14, 1999","https://www.federalregister.gov/articles/1998/02/06/98-3229/year-2000-conversion","Clinton",1998
"393",13074,"Amendment to Executive Order 12656","02/12/1998","02/09/1998","63 FR 7277"," 98-3847","Amends: EO 12656, November 18, 1988;
; ;  Note: This Executive order is concerned with force deployment with respect to evacuation of U.S. citizens in threatened areas overseas.","https://www.federalregister.gov/articles/1998/02/12/98-3847/amendment-to-executive-order-12656","Clinton",1998
"394",13075,"Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents","02/24/1998","02/19/1998","63 FR 9085"," 98-4816","Revoked by: EO 13225, September 28, 2001","https://www.federalregister.gov/articles/1998/02/24/98-4816/special-oversight-board-for-department-of-defense-investigations-of-gulf-war-chemical-and-biological","Clinton",1998
"395",13076,"Ordering the Selected Reserve of the Armed Forces to Active Duty","02/26/1998","02/24/1998","63 FR 9719"," 98-5119","Amended by: EO 13286, February 28, 2003;
; ;  See: Proc. 6867, March 1, 1996","https://www.federalregister.gov/articles/1998/02/26/98-5119/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty","Clinton",1998
"396",13077,"Further Amendment to Executive Order 13010, Critical Infrastructure Protection","03/12/1998","03/10/1998","63 FR 12381"," 98-6628","Amends: EO 13010, July 15, 1996;
; ;  Note: EO 13077 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1998/03/12/98-6628/further-amendment-to-executive-order-13010-critical-infrastructure-protection","Clinton",1998
"397",13078,"Increasing Employment of Adults With Disabilities","03/18/1998","03/13/1998","63 FR 13111"," 98-7139","Amended by: EO 13172, October 25, 2000; EO 13187, January 10, 2001; EO 13583, August 18, 2011","https://www.federalregister.gov/articles/1998/03/18/98-7139/increasing-employment-of-adults-with-disabilities","Clinton",1998
"398",13079,"Waiver Under The Trade Act Of 1974 With Respect to Vietnam","04/09/1998","04/07/1998","63 FR 17309"," 98-9599","","https://www.federalregister.gov/articles/1998/04/09/98-9599/waiver-under-the-trade-act-of-1974-with-respect-to-vietnam","Clinton",1998
"399",13080,"American Heritage Rivers Initiative Advisory Committee","04/10/1998","04/07/1998","63 FR 17667"," 98-9709","Amended by: EO 13093, July 27, 1998;
; ;  Revoked by: EO 13225, September 28, 2001","https://www.federalregister.gov/articles/1998/04/10/98-9709/american-heritage-rivers-initiative-advisory-committee","Clinton",1998
"400",13081,"Amendment to Executive Order No. 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","05/04/1998","04/30/1998","63 FR 24385"," 98-11922","Amends: EO 13038, March 11, 1997;
; ;  Note: EO 13081 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1998/05/04/98-11922/amendment-to-executive-order-no-13038-advisory-committee-on-public-interest-obligations-of-digital","Clinton",1998
"401",13082,"Joint Mexican-United States Defense Commission","05/13/1998","05/08/1998","63 FR 26709"," 98-12963","Amends: EO 9080, February 27, 1942;
; ;  See: EO 10692, December 22, 1956; EO 12377, August 6, 1982","https://www.federalregister.gov/articles/1998/05/13/98-12963/joint-mexican-united-states-defense-commission","Clinton",1998
"402",13083,"Federalism","05/19/1998","05/14/1998","63 FR 27651"," 98-13552","Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996;
; ;  Revokes: EO 12612, October 26, 1987; EO 12875, October 26, 1993;
; ;  Suspended by: EO 13095, August 5, 1998;
; ;  See: EO 13084, May 14, 1998; Public Law 105-277 (sec. 425);
; ;  Revoked by: EO 13132, August 4, 1999","https://www.federalregister.gov/articles/1998/05/19/98-13552/federalism","Clinton",1998
"403",13084,"Consultation and Coordination With Indian Tribal Governments","05/19/1998","05/14/1998","63 FR 27655"," 98-13553","Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996; Memorandum of April 29, 1994 (Government-to-Government Relations With Native American Tribal Governments);
; ;  Revoked by: EO 13175, November 6, 2000;
; ;  See: EO 13083, May 14, 1998","https://www.federalregister.gov/articles/1998/05/19/98-13553/consultation-and-coordination-with-indian-tribal-governments","Clinton",1998
"404",13085,"Establishment of the Enrichment Oversight Committee","05/28/1998","05/26/1998","63 FR 29335"," 98-14407","","https://www.federalregister.gov/articles/1998/05/28/98-14407/establishment-of-the-enrichment-oversight-committee","Clinton",1998
"405",13086,"1998 Amendments to the Manual for Courts-Martial, United States","06/02/1998","05/27/1998","63 FR 30065"," 98-14688","Amends: EO 12473, April 13, 1984;
; ;  See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13140, October 6, 1999","https://www.federalregister.gov/articles/1998/06/02/98-14688/1998-amendments-to-the-manual-for-courts-martial-united-states","Clinton",1998
"406",13087,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in the Federal Government","06/02/1998","05/28/1998","63 FR 30097"," 98-14689","Amends: EO 11478, August 8, 1969;
; ;  See: Proc. 7316, June 2, 2000 (65 FR 36051);
; ;  Note: This Executive order expands equal employment policy in the Federal Government by prohibiting discrimination based on sexual orientation.","https://www.federalregister.gov/articles/1998/06/02/98-14689/further-amendment-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government","Clinton",1998
"407",13088,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting New Investment in the Republic of Serbia in Response to the Situation in Kosovo","06/12/1998","06/09/1998","63 FR 32109"," 98-15888","Amended by: EO 13121, April 30, 1999; EO 13192, January 17, 2001;
; ;  See: Notice of May 25, 2000; Notice of May 24, 2001;
; ;  Revoked by: EO 13304, May 28, 2003","https://www.federalregister.gov/articles/1998/06/12/98-15888/blocking-property-of-the-governments-of-the-federal-republic-of-yugoslavia-serbia-and-montenegro-the","Clinton",1998
"408",13089,"Coral Reef Protection","06/16/1998","06/11/1998","63 FR 32701"," 98-16161","See: EO 13178, December 4, 2000","https://www.federalregister.gov/articles/1998/06/16/98-16161/coral-reef-protection","Clinton",1998
"409",13090,"President's Commission on the Celebration of Women in American History","07/02/1998","06/29/1998","63 FR 36151"," 98-17828","Amended by: EO 13136, September 3, 1999;
; ;  Revoked by: EO 13225, September 28, 2001","https://www.federalregister.gov/articles/1998/07/02/98-17828/presidents-commission-on-the-celebration-of-women-in-american-history","Clinton",1998
"410",13091,"Administration of Arms Export Controls and Foreign Assistance","07/02/1998","06/29/1998","63 FR 36153"," 98-17829","Amends: EO 11958, January 18, 1977; EO 12163, September 29, 1979","https://www.federalregister.gov/articles/1998/07/02/98-17829/administration-of-arms-export-controls-and-foreign-assistance","Clinton",1998
"411",13092,"President's Information Technology Advisory Committee, Amendments to Executive Order 13035","07/28/1998","07/24/1998","63 FR 40167"," 98-20315","Amends: EO 13035, February 11, 1997;
; ;  See: EO 13200, February 11, 2001; EO 13215, May 31, 2001","https://www.federalregister.gov/articles/1998/07/28/98-20315/presidents-information-technology-advisory-committee-amendments-to-executive-order-13035","Clinton",1998
"412",13093,"American Heritage Rivers, Amending Executive Order 13061 and 13080","07/29/1998","07/27/1998","63 FR 40357"," 98-20450","Amends: EO 13061, September 11, 1997; EO 13080, April 30, 1998","https://www.federalregister.gov/articles/1998/07/29/98-20450/american-heritage-rivers-amending-executive-order-13061-and-13080","Clinton",1998
"413",13094,"Proliferation of Weapons of Mass Destruction","07/30/1998","07/28/1998","63 FR 40803"," 98-20590","Amends: EO 12938, November 14, 1994;
; ;  See: Notice of November 6, 2002; Notice of October 29, 2003; Notice of November 4, 2004; EO 13382, June 28, 2005; Notice of October 25, 2005; Notice of October 27, 2006; Notice of November 8, 2007; Notice of November 10, 2008; Notice of November 6, 2009","https://www.federalregister.gov/articles/1998/07/30/98-20590/proliferation-of-weapons-of-mass-destruction","Clinton",1998
"414",13095,"Suspension of Executive Order 13083","08/07/1998","08/05/1998","63 FR 42565"," 98-21400","Suspends: EO 13083, May 14, 1998;
; ;  Note: Suspends Executive order dealing with new federalism provisions.;
; ;  Revoked by: EO 13132, August 4, 1999","https://www.federalregister.gov/articles/1998/08/07/98-21400/suspension-of-executive-order-13083","Clinton",1998
"415",13096,"American Indian and Alaska Native Education","08/11/1998","08/06/1998","63 FR 42681"," 98-21643","See: Proc. 7246, October 30, 1999.;
; ;  Revoked by: EO 13336, April 30, 2004","https://www.federalregister.gov/articles/1998/08/11/98-21643/american-indian-and-alaska-native-education","Clinton",1998
"416",13097,"Interparliamentary Union","08/11/1998","08/07/1998","63 FR 43065"," 98-21710","","https://www.federalregister.gov/articles/1998/08/11/98-21710/interparliamentary-union","Clinton",1998
"417",13098,"Blocking Property of UNITA and ProhibitingCertain Transactions With Respect to UNITA","08/20/1998","08/18/1998","63 FR 44771"," 98-22595","See: EO 12865, September 26, 1993; Notice of September 22, 2000; Notice of September 24, 2001; Notice of September 23, 2002 (67 FR 60105);
; ;  Revoked by: EO 13298, May 6, 2003","https://www.federalregister.gov/articles/1998/08/20/98-22595/blocking-property-of-unita-and-prohibitingcertain-transactions-with-respect-to-unita","Clinton",1998
"418",13099,"Prohibiting Transactions With Terrorists Who Threaten To Disrupt the Middle East Peace Process","08/25/1998","08/20/1998","63 FR 45167"," 98-22940","Amends: EO 12947, January 23, 1995;
; ;  See: EO 13371, February 16, 2005; Notice of January 19, 2000; Notice of January 19, 2001; Notice of January 18, 2002; Notice of January 20, 2003; Notice of January 16, 2004; Notice of January 17, 2005; Notice of January 18, 2006; Notice of January 18, 2007; Notice of January 18, 2008; Notice of January 15, 2009; Notice of January 20, 2010","https://www.federalregister.gov/articles/1998/08/25/98-22940/prohibiting-transactions-with-terrorists-who-threaten-to-disrupt-the-middle-east-peace-process","Clinton",1998
"419",13100,"President's Council on Food Safety","08/27/1998","08/25/1998","63 FR 45661"," 98-23258","Amended by: EO 13286, February 28, 2003","https://www.federalregister.gov/articles/1998/08/27/98-23258/presidents-council-on-food-safety","Clinton",1998
"420",13101,"Greening the Government Through Waste Prevention, Recycling, and Federal Acquisition","09/16/1998","09/14/1998","63 FR 49643"," 98-25023","Revokes: EO 12873, October 20, 1993;
; ;  Revoked by: EO 13423, January 24, 2007;
; ;  See: EO 12843, April 21, 1993; EO 12845, April 21, 1993; EO 12856, August 3, 1993; EO 12902, March 8, 1994; EO 12969, August 8, 1995; EO 13031, December 13, 1996; EO 13148, April 21, 2000; EO 13149, April 21, 2000; Proc. 7250, November 15, 1999","https://www.federalregister.gov/articles/1998/09/16/98-25023/greening-the-government-through-waste-prevention-recycling-and-federal-acquisition","Clinton",1998
"421",13102,"Further Amendment to Executive Order 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","09/29/1998","09/25/1998","63 FR 52125"," 98-26250","Amends: EO 13038, March 11, 1997;
; ;  Note: EO 13102 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1998/09/29/98-26250/further-amendment-to-executive-order-13038-advisory-committee-on-public-interest-obligations-of","Clinton",1998
"422",13103,"Computer Software Piracy","10/05/1998","09/30/1998","63 FR 53273"," 98-26799","See: EO 13011, July 16, 1996","https://www.federalregister.gov/articles/1998/10/05/98-26799/computer-software-piracy","Clinton",1998
"423",13104,"Amendment to Executive Order 13021, Tribal Colleges and Universities","10/22/1998","10/19/1998","63 FR 56535"," 98-28471","Amends: EO 13021, October 19, 1996","https://www.federalregister.gov/articles/1998/10/22/98-28471/amendment-to-executive-order-13021-tribal-colleges-and-universities","Clinton",1998
"424",13105,"Open Enrollment Season for Participants in the Foreign Service Retirement and Disability System and the Central Intelligence Agency Retirement and Disability System","11/06/1998","11/02/1998","63 FR 60201"," 98-30054","","https://www.federalregister.gov/articles/1998/11/06/98-30054/open-enrollment-season-for-participants-in-the-foreign-service-retirement-and-disability-system-and","Clinton",1998
"425",13106,"Adjustments of Certain Rates of Pay and Delegation of a Federal Pay Administration Authority","12/09/1998","12/07/1998","63 FR 68151"," 98-32953","Amends: EO 12748, February 1, 1991;
; ;  Supersedes: EO 13071, December 29, 1997;
; ;  Superseded by: EO 13144, December 21, 1999 (in part)","https://www.federalregister.gov/articles/1998/12/09/98-32953/adjustments-of-certain-rates-of-pay-and-delegation-of-a-federal-pay-administration-authority","Clinton",1998
"426",13107,"Implementation of Human Rights Treaties","12/15/1998","12/10/1998","63 FR 68991"," 98-33348","","https://www.federalregister.gov/articles/1998/12/15/98-33348/implementation-of-human-rights-treaties","Clinton",1998
"427",13108,"Further Amendment to Executive Order 13037, Commission To Study Capital Budgeting","12/15/1998","12/11/1998","63 FR 69175"," 98-33382","Amends: EO 13037, March 3, 1997;
; ;  Note: EO 13108 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1998/12/15/98-33382/further-amendment-to-executive-order-13037-commission-to-study-capital-budgeting","Clinton",1998
"428",13109,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday, December 24, 1998","12/22/1998","12/17/1998","63 FR 70631"," 98-34034","","https://www.federalregister.gov/articles/1998/12/22/98-34034/half-day-closing-of-executive-departments-and-agencies-of-the-federal-government-on-thursday","Clinton",1998
"429",13110,"Nazi War Criminal Records Interagency Working Group","01/14/1999","01/11/1999","64 FR 2419"," 99-980","","https://www.federalregister.gov/articles/1999/01/14/99-980/nazi-war-criminal-records-interagency-working-group","Clinton",1999
"430",13111,"Using Technology To Improve Training Opportunities for Federal Government Employees","01/15/1999","01/12/1999","64 FR 2793"," 99-1185","Amended by: EO 13188, January 12, 2001; EEO 13218, June 20, 2001;
; ;  Revoked (in part) by: EO 13316, September 17, 2003","https://www.federalregister.gov/articles/1999/01/15/99-1185/using-technology-to-improve-training-opportunities-for-federal-government-employees","Clinton",1999
"431",13112,"Invasive Species","02/08/1999","02/03/1999","64 FR 6183"," 99-3184","Amended by: EO 13286, February 28, 2003;
; ;  Revokes: EO 11987, May 24, 1977","https://www.federalregister.gov/articles/1999/02/08/99-3184/invasive-species","Clinton",1999
"432",13113,"President's Information Technology Advisory Committee, Further Amendments to Executive Order 13035, as Amended","02/16/1999","02/10/1999","64 FR 7489"," 99-3832","Amends: EO 13035, February 11, 1997;
; ;  See: EO 13200, February 11, 2001; EO 13215, May 31, 2001","https://www.federalregister.gov/articles/1999/02/16/99-3832/presidents-information-technology-advisory-committee-further-amendments-to-executive-order-13035-as","Clinton",1999
"433",13114,"Further Amendment to Executive Order 12852, as Amended, Extending the President's Council on Sustainable Development","03/01/1999","02/28/1999","64 FR 10099"," 99-5164","Amends: EO 12852, June 29, 1993;
; ;  Note: EO 13114 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.","https://www.federalregister.gov/articles/1999/03/01/99-5164/further-amendment-to-executive-order-12852-as-amended-extending-the-presidents-council-on","Clinton",1999
"434",13115,"Interagency Task Force on the Roles and Missions of the United States Coast Guard","03/30/1999","03/25/1999","64 FR 15283"," 99-7999","Amended by: EO 13138, September 30, 1999","https://www.federalregister.gov/articles/1999/03/30/99-7999/interagency-task-force-on-the-roles-and-missions-of-the-united-states-coast-guard","Clinton",1999
"435",13116,"Identification of Trade Expansion Priorities and Discriminatory Procurement Practices","04/05/1999","03/31/1999","64 FR 16333"," 99-8433","","https://www.federalregister.gov/articles/1999/04/05/99-8433/identification-of-trade-expansion-priorities-and-discriminatory-procurement-practices","Clinton",1999
"436",13117,"Further Amendment to Executive Order 12981, as Amended","04/05/1999","03/31/1999","64 FR 16591"," 99-8509","Amends: EO 12981, December 5, 1995;
; ;  Note: This Executive order amends the administration of export controls","https://www.federalregister.gov/articles/1999/04/05/99-8509/further-amendment-to-executive-order-12981-as-amended","Clinton",1999
"437",13118,"Implementation of the Foreign Affairs Reform and Restructuring Act of 1998","04/05/1999","03/31/1999","64 FR 16595"," 99-8547","Amends: EO 11223 of May 12, 1965; EO 11269 of February 14, 1966; EO 11958 of January 18, 1977; EO 12163 of September 29, 1979; EO 12188 of January 2, 1980; EO 12260 of December 31, 1980; EO 12293 of February 23, 1981; EO 12301 of March 26, 1981; EO 12703 of February 20, 1990; EO 12884 of December 1, 1993; Memorandum of March 23, 1999;
; ;  Revokes: EO 12599 of June 23, 1987","https://www.federalregister.gov/articles/1999/04/05/99-8547/implementation-of-the-foreign-affairs-reform-and-restructuring-act-of-1998","Clinton",1999
"438",13119,"Designation of Federal Republic of Yugoslavia (Serbia/Montenegro), Albania, the Airspace Above, and Adjacent Waters as a Combat Zone","04/16/1999","04/13/1999","64 FR 18797"," 99-9738","","https://www.federalregister.gov/articles/1999/04/16/99-9738/designation-of-federal-republic-of-yugoslavia-serbiamontenegro-albania-the-airspace-above-and","Clinton",1999
"439",13120,"Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty","04/29/1999","04/27/1999","64 FR 23007"," 99-10901","Amended by: EO 13286, February 28, 2003","https://www.federalregister.gov/articles/1999/04/29/99-10901/ordering-the-selected-reserve-and-certain-individual-ready-reserve-members-of-the-armed-forces-to","Clinton",1999
"440",13121,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting Trade Transactions Involving the Federal Republic of Yugoslavia (Serbia and Montenegro) in Response to the Situation in Kosovo","05/05/1999","04/30/1999","64 FR 24021"," 99-11410","Amends: EO 13088, June 9, 1998;
; ;  See: Notice of May 25, 2000; EO 13192, January 17, 2001; Notice of May 24, 2001;
; ;  Revoked by: EO 13304, May 28, 2003","https://www.federalregister.gov/articles/1999/05/05/99-11410/blocking-property-of-the-governments-of-the-federal-republic-of-yugoslavia-serbia-and-montenegro-the","Clinton",1999
"441",13122,"Interagency Task Force on the Economic Development of the Southwest Border","05/28/1999","05/25/1999","64 FR 29201"," 99-13825","Amended by: EO 13284, January 23, 2003","https://www.federalregister.gov/articles/1999/05/28/99-13825/interagency-task-force-on-the-economic-development-of-the-southwest-border","Clinton",1999
"442",13123,"Greening the Government Through Efficient Energy Management","06/08/1999","06/03/1999","64 FR 30851"," 99-14633","Revokes: EO 12759, April 17, 1991; EO 12845, April 21, 1993; EO 12902, March 9, 1994;
; ;  Revoked by: EO 13423, January 24, 2007;
; ;  See: EO 13148, April 21, 2000","https://www.federalregister.gov/articles/1999/06/08/99-14633/greening-the-government-through-efficient-energy-management","Clinton",1999
"443",13124,"Amending the Civil Service Rules Relating To Federal Employees With Psychiatric Disabilities","06/09/1999","06/04/1999","64 FR 31103"," 99-14825","","https://www.federalregister.gov/articles/1999/06/09/99-14825/amending-the-civil-service-rules-relating-to-federal-employees-with-psychiatric-disabilities","Clinton",1999
"444",13125,"Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs","06/10/1999","06/07/1999","64 FR 31105"," 99-14901","Amended by: EO 13216, June 6, 2001;
; ;  Superseded by: EO 13515, October 14, 2009","https://www.federalregister.gov/articles/1999/06/10/99-14901/increasing-participation-of-asian-americans-and-pacific-islanders-in-federal-programs","Clinton",1999
"445",13126,"Prohibition of Acquisition of Products Produced by Forced or Indentured Child Labor","06/16/1999","06/12/1999","64 FR 32383"," 99-15491","","https://www.federalregister.gov/articles/1999/06/16/99-15491/prohibition-of-acquisition-of-products-produced-by-forced-or-indentured-child-labor","Clinton",1999
"446",13127,"Amendment to Executive Order 13073, Year 2000 Conversion","06/17/1999","06/14/1999","64 FR 32793"," 99-15623","Amends: EO 13073, February 4, 1998","https://www.federalregister.gov/articles/1999/06/17/99-15623/amendment-to-executive-order-13073-year-2000-conversion","Clinton",1999
"447",13128,"Implementation of the Chemical Weapons Convention and the Chemical Weapons Convention Implementation Act","06/28/1999","06/25/1999","64 FR 34703"," 99-16634","Amends: EO 12938, November 14, 1994","https://www.federalregister.gov/articles/1999/06/28/99-16634/implementation-of-the-chemical-weapons-convention-and-the-chemical-weapons-convention-implementation","Clinton",1999
"448",13129,"Blocking Property and Prohibiting Transactions With the Taliban","07/07/1999","07/04/1999","64 FR 36759"," 99-17444","See: EO 13268, July 2, 2002","https://www.federalregister.gov/articles/1999/07/07/99-17444/blocking-property-and-prohibiting-transactions-with-the-taliban","Clinton",1999
"449",13130,"National Infrastructure Assurance Council","07/19/1999","07/14/1999","64 FR 38535"," 99-18476","Revoked by: EO 13231, October 16, 2001;
; ;  See: EO 13010, July 15, 1996; EO 13286, February 28, 2003","https://www.federalregister.gov/articles/1999/07/19/99-18476/national-infrastructure-assurance-council","Clinton",1999
"450",13131,"Further Amendments to Executive Order 12757, Implementation of the Enterprise for the Americas Initiative","07/27/1999","07/22/1999","64 FR 40733"," 99-19396","Amends: EO 12757, March 19, 1991;
; ;  See: EO 12823, December 3, 1992; EO 13028, December 3, 1996;
; ;  Revoked by: EO 13345, July 8, 2004","https://www.federalregister.gov/articles/1999/07/27/99-19396/further-amendments-to-executive-order-12757-implementation-of-the-enterprise-for-the-americas","Clinton",1999
"451",13132,"Federalism","08/10/1999","08/04/1999","64 FR 43255"," 99-20729","Revokes: EO 12612, October 26, 1987; EO 12875, October 26, 1993; EO 13083, May 14, 1998; EO 13095, August 5, 1998;
; ;  Supplements: EO 12372, July 14, 1982; EO 12866, September 30, 1993; EO 12988, February 5, 1996;
; ;  See: EO 13175, November 6, 2000","https://www.federalregister.gov/articles/1999/08/10/99-20729/federalism","Clinton",1999
"452",13133,"Working Group on Unlawful Conduct on the Internet","08/11/1999","08/05/1999","64 FR 43895"," 99-20924","Amended by: EO 13286, February 28, 2003","https://www.federalregister.gov/articles/1999/08/11/99-20924/working-group-on-unlawful-conduct-on-the-internet","Clinton",1999
"453",13134,"Developing and Promoting Biobased Products and Bioenergy","08/16/1999","08/12/1999","64 FR 44639"," 99-21392","Revoked by: EO 13225, September 28, 2001 (in part); EO 13423, January 24, 2007;
; ;  See: EO 13148, April 21, 2000","https://www.federalregister.gov/articles/1999/08/16/99-21392/developing-and-promoting-biobased-products-and-bioenergy","Clinton",1999
"454",13135,"Amendment to Executive Order 12216, President's Committee on the International Labor Organization","08/31/1999","08/27/1999","64 FR 47339"," 99-22778","Amends: EO 12216, June 18, 1980","https://www.federalregister.gov/articles/1999/08/31/99-22778/amendment-to-executive-order-12216-presidents-committee-on-the-international-labor-organization","Clinton",1999
"455",13136,"Amendment to Executive Order 13090, President's Commission on the Celebration of Women in American History","09/08/1999","09/03/1999","64 FR 48931"," 99-23508","Amends: EO 13090, June 29, 1998","https://www.federalregister.gov/articles/1999/09/08/99-23508/amendment-to-executive-order-13090-presidents-commission-on-the-celebration-of-women-in-american","Clinton",1999
"456",13137,"Amendment to Executive Order 12975, as Amended, National Bioethics Advisory Commission","09/20/1999","09/15/1999","64 FR 50733"," 99-24582","Amends: EO 12975, October 3, 1995;
; ;  See: EO 13316, September 17, 2003","https://www.federalregister.gov/articles/1999/09/20/99-24582/amendment-to-executive-order-12975-as-amended-national-bioethics-advisory-commission","Clinton",1999
